0.0037,0.0147,0.0256,0.0147,0.0037,
0.0147,0.0586,0.0952,0.0586,0.0147,
0.0256,0.0952,0.1502,0.0952,0.0256,
0.0147,0.0586,0.0952,0.0586,0.0147,
0.0037,0.0147,0.0256,0.0147,0.0037
